,date,not_tip,count(date)
609,2015-11-21 00:00:00,True,20365
610,2016-03-25 00:00:00,False,2590
611,2015-05-20 00:00:00,False,1731
612,2015-11-29 00:00:00,False,2157
613,2016-05-26 00:00:00,True,11085
614,2016-05-30 00:00:00,False,1645
615,2016-06-06 00:00:00,False,1505
616,2015-04-29 00:00:00,False,1897
617,2015-06-15 00:00:00,False,1681
618,2015-07-09 00:00:00,True,11816
619,2015-08-25 00:00:00,True,10130
620,2015-03-23 00:00:00,True,11256
621,2015-03-26 00:00:00,True,12971
622,2015-03-31 00:00:00,True,11591
623,2015-09-09 00:00:00,False,1492
624,2016-02-24 00:00:00,True,12503
625,2016-03-20 00:00:00,True,18065
626,2015-02-15 00:00:00,False,2709
627,2015-03-28 00:00:00,False,3281
628,2015-07-04 00:00:00,True,14073
629,2015-09-22 00:00:00,True,10344
630,2015-12-08 00:00:00,True,10969
631,2015-12-27 00:00:00,False,1913
632,2016-03-27 00:00:00,True,16840
633,2016-06-24 00:00:00,True,11996
634,2015-04-11 00:00:00,True,19520
635,2015-05-04 00:00:00,False,1728
636,2015-12-18 00:00:00,True,6926
637,2015-05-01 00:00:00,True,14738
638,2015-05-30 00:00:00,False,2904
639,2015-07-02 00:00:00,True,12044
640,2015-07-31 00:00:00,False,2111
641,2015-08-28 00:00:00,False,2061
642,2015-09-02 00:00:00,True,11108
643,2015-10-25 00:00:00,False,2274
644,2015-10-31 00:00:00,False,2847
645,2015-11-13 00:00:00,False,2200
646,2015-12-20 00:00:00,False,2540
647,2016-01-07 00:00:00,True,10934
648,2016-05-12 00:00:00,False,1859
649,2016-06-13 00:00:00,False,1563
650,2015-01-19 00:00:00,True,11079
651,2015-06-19 00:00:00,False,2241
652,2015-06-24 00:00:00,True,11087
653,2015-08-10 00:00:00,True,9662
654,2015-09-15 00:00:00,True,10664
655,2015-11-26 00:00:00,False,2256
656,2015-12-10 00:00:00,False,1970
657,2015-03-25 00:00:00,False,2012
658,2015-05-15 00:00:00,False,2235
659,2015-01-03 00:00:00,True,14536
660,2015-08-04 00:00:00,True,10124
661,2015-12-17 00:00:00,True,14114
662,2016-03-25 00:00:00,True,14670
663,2015-01-29 00:00:00,True,10557
664,2015-04-15 00:00:00,True,11324
665,2015-05-02 00:00:00,True,21585
666,2015-06-04 00:00:00,False,2011
667,2015-07-28 00:00:00,False,1731
668,2015-08-30 00:00:00,False,947
669,2015-10-02 00:00:00,False,1897
670,2016-02-28 00:00:00,False,2470
671,2016-04-13 00:00:00,True,11292
672,2016-06-10 00:00:00,False,1872
673,2015-08-04 00:00:00,False,1482
674,2015-10-12 00:00:00,True,10505
675,2016-02-25 00:00:00,False,2132
676,2016-05-10 00:00:00,True,1684
677,2015-09-03 00:00:00,False,1912
678,2015-10-07 00:00:00,False,1613
679,2016-01-19 00:00:00,False,1672
680,2016-01-23 00:00:00,True,2518
681,2016-02-10 00:00:00,True,11934
682,2016-03-03 00:00:00,False,2289
683,2016-04-08 00:00:00,True,14474
684,2016-05-03 00:00:00,False,1712
685,2016-06-14 00:00:00,True,8946
686,2016-06-18 00:00:00,True,3307
687,2016-06-20 00:00:00,True,9136
688,2015-02-07 00:00:00,False,2594
689,2015-02-16 00:00:00,True,13749
690,2015-07-25 00:00:00,True,18822
691,2015-09-14 00:00:00,True,10366
692,2015-10-01 00:00:00,False,1769
693,2015-10-09 00:00:00,True,12676
694,2015-07-16 00:00:00,False,1766
695,2015-07-20 00:00:00,True,10869
